link,desc
https://www.google.com/maps/place/%E3%82%86%E3%81%86%E3%81%A1%E3%82%87%E9%8A%80%E8%A1%8C+%E5%A4%A7%E9%98%AA%E6%94%AF%E5%BA%97+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E9%98%AA%E6%80%A5%E8%A5%BF%E9%99%A2%E9%A7%85%E5%89%8D%E5%BA%97%E5%86%85%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107d5bd24c98b:0x3c1adbf2991b879b!8m2!3d35.0033321!4d135.7314794!16s%2Fg%2F11fnr1pf3q!19sChIJi8kkvdUHAWARm4cbmfLbGjw?authuser=0&hl=es-419&rclk=1,ゆうちょ銀行 大阪支店 ファミリーマート阪急西院駅前店内出張所
https://www.google.com/maps/place/%E3%82%A4%E3%82%AA%E3%83%B3%E9%8A%80%E8%A1%8C+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1%E5%BA%97%E7%AC%AC%E4%BA%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x6001064c189ee0b7:0x60443d713edb90a1!8m2!3d34.9972007!4d135.7272434!16s%2Fg%2F11b62x27xq!19sChIJt-CeGEwGAWARoZDbPnE9RGA?authuser=0&hl=es-419&rclk=1,イオン銀行 イオンモール京都五条店第二出張所
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600107ad01125b2d:0x6663b1a1443846e8!8m2!3d35.0038858!4d135.7185239!16s%2Fg%2F1tk6vtjd!19sChIJLVsSAa0HAWAR6EY4RKGxY2Y?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Lawson+-+Ky%C5%8Dto+Nishi+Hongan-ji+Temple/data=!4m7!3m6!1s0x600108a0f351b755:0x373b84bbf25c8abc!8m2!3d34.992923!4d135.753313!16s%2Fg%2F1tdfb_vc!19sChIJVbdR86AIAWARvIpc8ruEOzc?authuser=0&hl=es-419&rclk=1,Lawson - Kyōto Nishi Hongan-ji Temple
https://www.google.com/maps/place/FamilyMart+Shij%C5%8D-Inokuma/data=!4m7!3m6!1s0x600106287ab79f11:0x88194bbd716bea26!8m2!3d35.0035162!4d135.7502512!16s%2Fg%2F1q6n2vb4n!19sChIJEZ-3eigGAWARJuprcb1LGYg?authuser=0&hl=es-419&rclk=1,FamilyMart Shijō-Inokuma
https://www.google.com/maps/place/7-Eleven;+Kyoto+Katsura+Station+East+Exit/data=!4m7!3m6!1s0x600106efcd7640a5:0x8811621eb776f765!8m2!3d34.9796986!4d135.7040323!16s%2Fg%2F1w4vjv46!19sChIJpUB2ze8GAWARZfd2tx5iEYg?authuser=0&hl=es-419&rclk=1,7-Eleven; Kyoto Katsura Station East Exit
https://www.google.com/maps/place/%E4%BA%AC%E9%83%BD%E9%8A%80%E8%A1%8C+%E8%A5%BF%E9%99%A2%E6%94%AF%E5%BA%97+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1ATM%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC/data=!4m7!3m6!1s0x6001064c36074c9d:0xdab2cadcff259c1c!8m2!3d34.9975259!4d135.7263504!16s%2Fg%2F11bw3dstsk!19sChIJnUwHNkwGAWARHJwl_9zKsto?authuser=0&hl=es-419&rclk=1,京都銀行 西院支店 イオンモール京都五条ATMコーナー
https://www.google.com/maps/place/%E4%B8%89%E8%8F%B1UFJ%E9%8A%80%E8%A1%8CATM%EF%BC%88%E8%A5%BF%E9%99%A2%E6%94%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x60010700257332fb:0x67f60750a0ef9348!8m2!3d35.0032478!4d135.7321326!16s%2Fg%2F11x_qln_sk!19sChIJ-zJzJQAHAWARSJPvoFAH9mc?authuser=0&hl=es-419&rclk=1,三菱UFJ銀行ATM（西院支店）
https://www.google.com/maps/place/7-Eleven+Ky%C5%8Dto-Umezu/data=!4m7!3m6!1s0x60010711e2b6865b:0x3d6847c1619e3314!8m2!3d35.0038955!4d135.7044426!16s%2Fg%2F1hc1m9yf1!19sChIJW4a24hEHAWARFDOeYcFHaD0?authuser=0&hl=es-419&rclk=1,7-Eleven Kyōto-Umezu
https://www.google.com/maps/place/FamilyMart+-+Horikawa+Ayanok%C5%8Dji/data=!4m7!3m6!1s0x6001089d648db95b:0xa56c45ae1c5c41c7!8m2!3d35.0024154!4d135.7524329!16s%2Fg%2F11c54hztl3!19sChIJW7mNZJ0IAWARx0FcHK5FbKU?authuser=0&hl=es-419&rclk=1,FamilyMart - Horikawa Ayanokōji
"https://www.google.com/maps/place/MUFG+Bank,+Nishishichijo+Branch/data=!4m7!3m6!1s0x6001064ab1555871:0x9c9ce0b584e73c72!8m2!3d35.003369!4d135.73233!16s%2Fg%2F1vlqq2r5!19sChIJcVhVsUoGAWARcjznhLXgnJw?authuser=0&hl=es-419&rclk=1","MUFG Bank, Nishishichijo Branch"
https://www.google.com/maps/place/Lawson+Kisshoin+Sannomiyacho/data=!4m7!3m6!1s0x6001066e0a1b0a3f:0x8b70d3f9a7749576!8m2!3d34.9760099!4d135.7283616!16s%2Fg%2F1tlwfjxl!19sChIJPwobCm4GAWARdpV0p_nTcIs?authuser=0&hl=es-419&rclk=1,Lawson Kisshoin Sannomiyacho
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600107a57423be05:0x42a826fea648e03a!8m2!3d35.0038309!4d135.7514517!16s%2Fg%2F12m9jndpf!19sChIJBb4jdKUHAWAROuBIpv4mqEI?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/FamilyMart;+Umezu+Danmachi/data=!4m7!3m6!1s0x6001070e14176eed:0xcec3b2183198b2b7!8m2!3d35.0038463!4d135.7056982!16s%2Fg%2F1tdmdsmj!19sChIJ7W4XFA4HAWARt7KYMRiyw84?authuser=0&hl=es-419&rclk=1,FamilyMart; Umezu Danmachi
https://www.google.com/maps/place/Lawson+Bank+Saiin+West+Conjunction+Branch/data=!4m7!3m6!1s0x6001072aa6763bc9:0x34032917361d0960!8m2!3d35.0038576!4d135.7305836!16s%2Fg%2F11scnqghnr!19sChIJyTt2pioHAWARYAkdNhcpAzQ?authuser=0&hl=es-419&rclk=1,Lawson Bank Saiin West Conjunction Branch
https://www.google.com/maps/place/Lawson+Katsura-Tokudaiji/data=!4m7!3m6!1s0x600106fcd5b30933:0xd0bba6c8fb8fa31f!8m2!3d34.9887226!4d135.7049413!16s%2Fg%2F11bwf83j3b!19sChIJMwmz1fwGAWARH6OP-8imu9A?authuser=0&hl=es-419&rclk=1,Lawson Katsura-Tokudaiji
https://www.google.com/maps/place/7-Eleven+-+Ky%C5%8Dto+Horikawa-Bukk%C5%8Dji/data=!4m7!3m6!1s0x6001070febb066c7:0xc222b9d6b429b178!8m2!3d35.0011908!4d135.752449!16s%2Fg%2F11h_3ns18k!19sChIJx2aw6w8HAWAReLEptNa5IsI?authuser=0&hl=es-419&rclk=1,7-Eleven - Kyōto Horikawa-Bukkōji
https://www.google.com/maps/place/Lawson+Bank+Shijosai+In+Conjunction+Branch/data=!4m7!3m6!1s0x600107c2010407a5:0xbf0b4fba03db1c45!8m2!3d35.0033401!4d135.7321797!16s%2Fg%2F11fn55zp1z!19sChIJpQcEAcIHAWARRRzbA7pPC78?authuser=0&hl=es-419&rclk=1,Lawson Bank Shijosai In Conjunction Branch
https://www.google.com/maps/place/FamilyMart+Oike-Yamanouchi+Store/data=!4m7!3m6!1s0x600107b1004d9c7f:0x2b16a9d85e6f7b9e!8m2!3d35.0106271!4d135.723384!16s%2Fg%2F11fxb5d5nd!19sChIJf5xNALEHAWARnntvXtipFis?authuser=0&hl=es-419&rclk=1,FamilyMart Oike-Yamanouchi Store
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600108a765555085:0xa7ee7cc72804df32!8m2!3d34.9890539!4d135.7527226!16s%2Fg%2F11d_ynpwrd!19sChIJhVBVZacIAWARMt8EKMd87qc?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x600107758cfcbaa3:0x9b9979421da0350!8m2!3d35.003732!4d135.733261!16s%2Fg%2F11jlhls575!19sChIJo7r8jHUHAWARUAPaIZSXuQk?authuser=0&hl=es-419&rclk=1,Seven Bank ATM
https://www.google.com/maps/place/Lawson+Umezu-Gotocho/data=!4m7!3m6!1s0x60010713d6bf09cd:0xa89799aadb564e48!8m2!3d35.0032568!4d135.7020575!16s%2Fg%2F1q6bldws8!19sChIJzQm_1hMHAWARSE5W26qZl6g?authuser=0&hl=es-419&rclk=1,Lawson Umezu-Gotocho
https://www.google.com/maps/place/Lawson+-+Sanjo+Horikawa/data=!4m7!3m6!1s0x6001062a121fe731:0xef17aaad00364176!8m2!3d35.008727!4d135.7514137!16s%2Fg%2F1tq6jzs2!19sChIJMecfEioGAWARdkE2AK2qF-8?authuser=0&hl=es-419&rclk=1,Lawson - Sanjo Horikawa
"https://www.google.com/maps/place/MUFG+Bank,+Saiin+Branch/data=!4m7!3m6!1s0x6001064ab3e31561:0xd9994e8ba2948bd7!8m2!3d35.003369!4d135.73233!16s%2Fg%2F1td6y01n!19sChIJYRXjs0oGAWAR14uUootOmdk?authuser=0&hl=es-419&rclk=1","MUFG Bank, Saiin Branch"
https://www.google.com/maps/place/Lawson+-+BiVi+Kyoto+Nijo/data=!4m7!3m6!1s0x600107cda3f0a00b:0xa2f936bf0d4d946f!8m2!3d35.0106227!4d135.7409466!16s%2Fg%2F1tgcrsjc!19sChIJC6Dwo80HAWARb5RNDb82-aI?authuser=0&hl=es-419&rclk=1,Lawson - BiVi Kyoto Nijo
https://www.google.com/maps/place/%E9%8A%80%E8%A1%8CATM+%7C+%E3%82%A4%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E3%83%A4%E3%82%B9%E3%82%A4%E3%82%AB%E3%83%89%E3%83%8E%E4%BA%94%E6%9D%A1+%E5%85%B1%E5%90%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107cd7c9e6b6d:0xf8d519aad43a5678!8m2!3d34.994658!4d135.719979!16s%2Fg%2F11j6fkwwqc!19sChIJbWuefM0HAWAReFY61KoZ1fg?authuser=0&hl=es-419&rclk=1,銀行ATM | イーネット ファミリーマートヤスイカドノ五条 共同出張所
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600106f54ab6aaab:0x8bf02ed2b60fc246!8m2!3d34.9770462!4d135.7131087!16s%2Fg%2F11fylc0y9z!19sChIJq6q2SvUGAWARRsIPttIu8Is?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Kyoto+Shinkin+Bank/data=!4m7!3m6!1s0x6001064c35fc01a3:0xc5ff1936a1ec0399!8m2!3d34.99751!4d135.7263229!16s%2Fg%2F11b6brf362!19sChIJowH8NUwGAWARmQPsoTYZ_8U?authuser=0&hl=es-419&rclk=1,Kyoto Shinkin Bank
https://www.google.com/maps/place/7-Eleven+Tenjingawa+Sanjo+store/data=!4m7!3m6!1s0x600107a726dfd5bf:0xe852e21a5d26d3aa!8m2!3d35.0088938!4d135.71643!16s%2Fg%2F113g0vj2_!19sChIJv9XfJqcHAWARqtMmXRriUug?authuser=0&hl=es-419&rclk=1,7-Eleven Tenjingawa Sanjo store
https://www.google.com/maps/place/Lawson+-+Hachij%C5%8D+Aburanok%C5%8Dji+West/data=!4m7!3m6!1s0x600108a83101840d:0x7a07f24808c54611!8m2!3d34.9845457!4d135.7528261!16s%2Fg%2F11c5b3zbhn!19sChIJDYQBMagIAWAREUbFCEjyB3o?authuser=0&hl=es-419&rclk=1,Lawson - Hachijō Aburanokōji West
https://www.google.com/maps/place/FamilyMart+Shinmachi-Takatsuji/data=!4m7!3m6!1s0x6001089eb6207ef9:0x15c26b74726236f!8m2!3d35.0002468!4d135.7566132!16s%2Fg%2F1td1jx65!19sChIJ-X4gtp4IAWARbyMmR7cmXAE?authuser=0&hl=es-419&rclk=1,FamilyMart Shinmachi-Takatsuji
https://www.google.com/maps/place/FamilyMart+Goj%C5%8D-Shinmachi+Store/data=!4m7!3m6!1s0x600108a2201647e9:0x95abd536811f07ea!8m2!3d34.9958694!4d135.7569133!16s%2Fg%2F11cn9n85p_!19sChIJ6UcWIKIIAWAR6gcfgTbVq5U?authuser=0&hl=es-419&rclk=1,FamilyMart Gojō-Shinmachi Store
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x600107cc819bb789:0x7a1d3fe219386509!8m2!3d34.989438!4d135.7294671!16s%2Fg%2F11jjlsjc38!19sChIJibebgcwHAWARCWU4GeI_HXo?authuser=0&hl=es-419&rclk=1,Seven Bank ATM
https://www.google.com/maps/place/%E9%8A%80%E8%A1%8CATM+%7C+%E3%82%A4%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E8%A5%BF%E9%99%A2%E6%B8%85%E6%B0%B4%E7%94%BA+%E5%85%B1%E5%90%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107e8002bef6d:0x2cb74884a16d9f73!8m2!3d34.999644!4d135.722921!16s%2Fg%2F11hfnrcz3g!19sChIJbe8rAOgHAWARc59toYRItyw?authuser=0&hl=es-419&rclk=1,銀行ATM | イーネット ファミリーマート西院清水町 共同出張所
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600108a6256421c9:0x2e44ca69cc5a2da3!8m2!3d34.9878252!4d135.7550971!16s%2Fg%2F1tf1bng_!19sChIJySFkJaYIAWARoy1azGnKRC4?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Japan+Post+Bank+Osaka+Branch+Office+AEON-Mall-Kyoto-Gojo+ATM/data=!4m7!3m6!1s0x6001064c358d190d:0x43eabed109aadc90!8m2!3d34.9974779!4d135.7262591!16s%2Fg%2F11f3_9hp80!19sChIJDRmNNUwGAWARkNyqCdG-6kM?authuser=0&hl=es-419&rclk=1,Japan Post Bank Osaka Branch Office AEON-Mall-Kyoto-Gojo ATM
https://www.google.com/maps/place/Ministop/data=!4m7!3m6!1s0x600106016d283be5:0x52ecc97d4b216cc8!8m2!3d34.9791559!4d135.7491098!16s%2Fg%2F11f4qlvthk!19sChIJ5TsobQEGAWARyGwhS33J7FI?authuser=0&hl=es-419&rclk=1,Ministop
https://www.google.com/maps/place/FamilyMart+Horikawa+Oike/data=!4m7!3m6!1s0x60010882442f88f9:0x94f8d5f17b785d2f!8m2!3d35.0107309!4d135.7508785!16s%2Fg%2F11c60mb41w!19sChIJ-YgvRIIIAWARL114e_HV-JQ?authuser=0&hl=es-419&rclk=1,FamilyMart Horikawa Oike
https://www.google.com/maps/place/Lawson+Bank+Shijo+Nakashindo+Conjunction+Branch/data=!4m7!3m6!1s0x600107ce540c7f17:0xbf7d100137ad3555!8m2!3d35.0037857!4d135.7391006!16s%2Fg%2F11hdy6tcn0!19sChIJF38MVM4HAWARVTWtNwEQfb8?authuser=0&hl=es-419&rclk=1,Lawson Bank Shijo Nakashindo Conjunction Branch
https://www.google.com/maps/place/Lawson+Kadono%C5%8Dji-Oike/data=!4m7!3m6!1s0x600107a40a6b452d:0x7a4c6e1ede1299da!8m2!3d35.0112124!4d135.7199238!16s%2Fg%2F11bxdw49my!19sChIJLUVrCqQHAWAR2pkS3h5uTHo?authuser=0&hl=es-419&rclk=1,Lawson Kadonoōji-Oike
https://www.google.com/maps/place/%E3%82%A4%E3%82%AA%E3%83%B3%E9%8A%80%E8%A1%8C+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1%E5%BA%97%E7%AC%AC%E4%B8%89%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x6001064c3c22815f:0xfa1322bccf71bda1!8m2!3d34.997571!4d135.727056!16s%2Fg%2F11bw3dqrjs!19sChIJX4EiPEwGAWARob1xz7wiE_o?authuser=0&hl=es-419&rclk=1,イオン銀行 イオンモール京都五条店第三出張所
https://www.google.com/maps/place/FamilyMart+Nagaokakyo+Kugai/data=!4m7!3m6!1s0x600104ee063c7aa3:0xa8e9372a6bb989e1!8m2!3d34.9116062!4d135.6974324!16s%2Fg%2F1tykv8jm!19sChIJo3o8Bu4EAWAR4Ym5ayo36ag?authuser=0&hl=es-419&rclk=1,FamilyMart Nagaokakyo Kugai
https://www.google.com/maps/place/LAWSON+Nagaokakyo+Interchange+Store/data=!4m7!3m6!1s0x6001046483291e61:0x210bfb16abe2c268!8m2!3d34.9165442!4d135.6876348!16s%2Fg%2F1ptyn_k8s!19sChIJYR4pg2QEAWARaMLiqxb7CyE?authuser=0&hl=es-419&rclk=1,LAWSON Nagaokakyo Interchange Store
https://www.google.com/maps/place/Bambio+Nibankan/data=!4m7!3m6!1s0x6001045c69871807:0x808d68531c6c4af4!8m2!3d34.9230533!4d135.6994366!16s%2Fg%2F1tc_qxt2!19sChIJBxiHaVwEAWAR9EpsHFNojYA?authuser=0&hl=es-419&rclk=1,Bambio Nibankan
https://www.google.com/maps/place/Lawson+Nagaokakyo+Garasha-dori/data=!4m7!3m6!1s0x600104588e8f6275:0x62dd3e46bdc75cda!8m2!3d34.9193482!4d135.7019488!16s%2Fg%2F11bwny8jh2!19sChIJdWKPjlgEAWAR2lzHvUY-3WI?authuser=0&hl=es-419&rclk=1,Lawson Nagaokakyo Garasha-dori
https://www.google.com/maps/place/7-Eleven;+Nagaokakyo+Nishinokuchi/data=!4m7!3m6!1s0x6001041cbb7b6095:0x103b3079d503afa1!8m2!3d34.9435294!4d135.6860168!16s%2Fg%2F1hc1c_kdy!19sChIJlWB7uxwEAWARoa8D1XkwOxA?authuser=0&hl=es-419&rclk=1,7-Eleven; Nagaokakyo Nishinokuchi
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60010f7e34e3b143:0xd55f6c07dd6eec54!8m2!3d34.9455261!4d135.7523439!16s%2Fg%2F11dxbm_x2y!19sChIJQ7HjNH4PAWARVOxu3QdsX9U?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001034fa0f175d5:0x54e490f2dec3b494!8m2!3d34.8730485!4d135.6641743!16s%2Fg%2F1tr9n9rs!19sChIJ1XXxoE8DAWARlLTD3vKQ5FQ?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/FamilyMart+Uji+Makishimacho+Megawa/data=!4m7!3m6!1s0x600110258c855555:0x120271a87d288ef3!8m2!3d34.9131451!4d135.7802068!16s%2Fg%2F1tcxv430!19sChIJVVWFjCUQAWAR844ofahxAhI?authuser=0&hl=es-419&rclk=1,FamilyMart Uji Makishimacho Megawa
https://www.google.com/maps/place/FamilyMart+-+Marutamachi+Inokuma/data=!4m7!3m6!1s0x6001087fc0d9d207:0xa169a134a023b4d!8m2!3d35.0175258!4d135.7508029!16s%2Fg%2F1tfkw614!19sChIJB9LZwH8IAWARTTsCShOaFgo?authuser=0&hl=es-419&rclk=1,FamilyMart - Marutamachi Inokuma
https://www.google.com/maps/place/7-Eleven+JR-Nishiojieki-mae/data=!4m7!3m6!1s0x6001066c984aa1b9:0x4cd5a6723e3ba367!8m2!3d34.9807106!4d135.7320584!16s%2Fg%2F1wh4frlm!19sChIJuaFKmGwGAWARZ6M7PnKm1Uw?authuser=0&hl=es-419&rclk=1,7-Eleven JR-Nishiojieki-mae
https://www.google.com/maps/place/FamilyMart+Uji+Makishima+Ichinotsubo/data=!4m7!3m6!1s0x600110365001b8c9:0x6e64a12863a6175e!8m2!3d34.9041609!4d135.7833323!16s%2Fg%2F1tfm6kkf!19sChIJybgBUDYQAWARXhemYyihZG4?authuser=0&hl=es-419&rclk=1,FamilyMart Uji Makishima Ichinotsubo
https://www.google.com/maps/place/FamilyMart+-+Kawaramachi+Marutamachi/data=!4m7!3m6!1s0x6001088b1cfa1eb1:0xee3d1c2f8dacb44c!8m2!3d35.0181709!4d135.7693177!16s%2Fg%2F11dxs38c8r!19sChIJsR76HIsIAWARTLSsjS8cPe4?authuser=0&hl=es-419&rclk=1,FamilyMart - Kawaramachi Marutamachi
https://www.google.com/maps/place/FamilyMart+Keihan-Fujinomori-Station-mae/data=!4m7!3m6!1s0x60010f72ba5253d3:0xa63bd78bacde7ec1!8m2!3d34.9569544!4d135.7700694!16s%2Fg%2F12hl2kv8d!19sChIJ01NSunIPAWARwX7erIvXO6Y?authuser=0&hl=es-419&rclk=1,FamilyMart Keihan-Fujinomori-Station-mae
https://www.google.com/maps/place/FamilyMart+-+Shogoin/data=!4m7!3m6!1s0x600108f1ae3b5281:0x2f8e49123b5ddc4a!8m2!3d35.0172901!4d135.7777887!16s%2Fg%2F1v3kmzg4!19sChIJgVI7rvEIAWARStxdOxJJji8?authuser=0&hl=es-419&rclk=1,FamilyMart - Shogoin
https://www.google.com/maps/place/Lawson+Kisshoin+Hainobori-Nishicho/data=!4m7!3m6!1s0x6001067109b0055f:0x351a7cc47fa825a!8m2!3d34.9721534!4d135.7268418!16s%2Fg%2F1w0p5jcv!19sChIJXwWwCXEGAWARWoL6R8ynUQM?authuser=0&hl=es-419&rclk=1,Lawson Kisshoin Hainobori-Nishicho
https://www.google.com/maps/place/Lawson+Kuze+Nakahisa-cho/data=!4m7!3m6!1s0x600105d58dcc947d:0x7550b0eae9eab54d!8m2!3d34.9608752!4d135.7175291!16s%2Fg%2F12hyj43qv!19sChIJfZTMjdUFAWARTbXq6eqwUHU?authuser=0&hl=es-419&rclk=1,Lawson Kuze Nakahisa-cho
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60010f887ef3085f:0xddd353186b825fd5!8m2!3d34.9426882!4d135.8133856!16s%2Fg%2F11mhsx3vqq!19sChIJXwjzfogPAWAR1V-CaxhT090?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/7-Eleven+Fukakusa+Nishiura+8-chome/data=!4m7!3m6!1s0x60010f6fa65e6e77:0x311620a553114cde!8m2!3d34.9575377!4d135.7632275!16s%2Fg%2F11btrrvr1m!19sChIJd25epm8PAWAR3kwRU6UgFjE?authuser=0&hl=es-419&rclk=1,7-Eleven Fukakusa Nishiura 8-chome
https://www.google.com/maps/place/7-Eleven+Kyoto-Higashiyama-Donguribashi-mae/data=!4m7!3m6!1s0x600108c065170001:0xc92e30d90c957d21!8m2!3d35.0020741!4d135.7717332!16s%2Fg%2F11bcclz32h!19sChIJAQAXZcAIAWARIX2VDNkwLsk?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Higashiyama-Donguribashi-mae
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600108cf41b1e2d1:0xef6c63217b8bc05e!8m2!3d34.9964391!4d135.776966!16s%2Fg%2F1tdjr0w3!19sChIJ0eKxQc8IAWARXsCLeyFjbO8?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Lawson+Hirakata+Funahashihonmachi+2-chome/data=!4m7!3m6!1s0x60011b66f4ad56d9:0xa6d53acbaa0fb867!8m2!3d34.853301!4d135.6831105!16s%2Fg%2F11btx3z1_r!19sChIJ2Vat9GYbAWARZ7gPqss61aY?authuser=0&hl=es-419&rclk=1,Lawson Hirakata Funahashihonmachi 2-chome
https://www.google.com/maps/place/7-Eleven+Yamashina-Kanshuji/data=!4m7!3m6!1s0x60010e684579c5e9:0x4a7d57d12ef63c87!8m2!3d34.9577002!4d135.8106714!16s%2Fg%2F1wfcp134!19sChIJ6cV5RWgOAWARhzz2LtFXfUo?authuser=0&hl=es-419&rclk=1,7-Eleven Yamashina-Kanshuji
https://www.google.com/maps/place/LAWSON+Ninnajikaido-Shichihonmatsu+Store/data=!4m7!3m6!1s0x600107e9d8627f79:0x21def0d3d9487c5c!8m2!3d35.0246254!4d135.7395649!16s%2Fg%2F11clwjgzgs!19sChIJeX9i2OkHAWARXHxI2dPw3iE?authuser=0&hl=es-419&rclk=1,LAWSON Ninnajikaido-Shichihonmatsu Store
https://www.google.com/maps/place/Lawson+Katagihara-Hagamach%C5%8D/data=!4m7!3m6!1s0x600106c47c99f83d:0xa47c24e068a61afc!8m2!3d34.9725713!4d135.6900033!16s%2Fg%2F11gcbz2s13!19sChIJPfiZfMQGAWAR_BqmaOAkfKQ?authuser=0&hl=es-419&rclk=1,Lawson Katagihara-Hagamachō
https://www.google.com/maps/place/LAWSON+Shin+Kyoto+Center+Building+Store/data=!4m7!3m6!1s0x600108a8af26064d:0x8b2f94cb9c772d04!8m2!3d34.987383!4d135.7565898!16s%2Fg%2F1tdg7pvg!19sChIJTQYmr6gIAWARBC13nMuUL4s?authuser=0&hl=es-419&rclk=1,LAWSON Shin Kyoto Center Building Store
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6001086dfc55373b:0x24cac0513133619e!8m2!3d35.033859!4d135.7591932!16s%2Fg%2F1tg2kkzz!19sChIJOzdV_G0IAWARnmEzMVHAyiQ?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/LAWSON+Gion+Yasui+Store/data=!4m7!3m6!1s0x600108c45a866347:0x39aa909a854f7fc9!8m2!3d35.0005!4d135.777654!16s%2Fg%2F1tdzr0ss!19sChIJR2OGWsQIAWARyX9PhZqQqjk?authuser=0&hl=es-419&rclk=1,LAWSON Gion Yasui Store
https://www.google.com/maps/place/LAWSON+Kujo-Kawaramachi+Store/data=!4m7!3m6!1s0x60010f4d1c657001:0x1b28bfcb6a8902e!8m2!3d34.9808907!4d135.7637228!16s%2Fg%2F11bv1nf303!19sChIJAXBlHE0PAWARLpCotvyLsgE?authuser=0&hl=es-419&rclk=1,LAWSON Kujo-Kawaramachi Store
https://www.google.com/maps/place/FamilyMart;+JR+Nagao+Station/data=!4m7!3m6!1s0x60011bcd7b2fe2f7:0x20fb218fefa1c1a4!8m2!3d34.8258985!4d135.7124211!16s%2Fg%2F1tf_0_24!19sChIJ9-Ive80bAWARpMGh748h-yA?authuser=0&hl=es-419&rclk=1,FamilyMart; JR Nagao Station
https://www.google.com/maps/place/7-Eleven+Kyoto-Matsumuro/data=!4m7!3m6!1s0x600107390e975857:0x826fb567b8aff5d5!8m2!3d34.9983985!4d135.6887046!16s%2Fg%2F11c55v7yj_!19sChIJV1iXDjkHAWAR1fWvuGe1b4I?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Matsumuro
https://www.google.com/maps/place/7-Eleven+Kyoto-Higashinotoin-Nishiki/data=!4m7!3m6!1s0x6001089a6462882b:0xd4a3a040d3d3d620!8m2!3d35.005185!4d135.7609829!16s%2Fg%2F1tj45tf6!19sChIJK4hiZJoIAWARINbT00Cgo9Q?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Higashinotoin-Nishiki
https://www.google.com/maps/place/Fresco+-+Gojo+Nishinotoin/data=!4m7!3m6!1s0x600108a1e8641f19:0xe77aeac3e21752eb!8m2!3d34.9960197!4d135.7557533!16s%2Fg%2F1th56x0d!19sChIJGR9k6KEIAWAR61IX4sPqeuc?authuser=0&hl=es-419&rclk=1,Fresco - Gojo Nishinotoin
