"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/7-Eleven+Kyoto-Tokiwa/data=!4m7!3m6!1s0x6001077a0bdb12cf:0xa71eb5bcb1ec45e6!8m2!3d35.0195704!4d135.708552!16s%2Fg%2F1tdxqbyk!19sChIJzxLbC3oHAWAR5kXssby1Hqc?authuser=0&hl=es-419&rclk=1","7-Eleven Kyoto-Tokiwa","3.2","(41)","Tienda de alimentación","·","","·","1-3 Tokiwamuranouchicho","Abierto las 24 horas","·","075-861-1565","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart+-+Horikawa+Ayanok%C5%8Dji/data=!4m7!3m6!1s0x6001089d648db95b:0xa56c45ae1c5c41c7!8m2!3d35.0024154!4d135.7524329!16s%2Fg%2F11c54hztl3!19sChIJW7mNZJ0IAWARx0FcHK5FbKU?authuser=0&hl=es-419&rclk=1","FamilyMart - Horikawa Ayanokōji","3.0","(26)","Tienda de alimentación","·","","·","Nishiayanokoji Nishihancho, ７０ 他 ３筆","Abierto las 24 horas","·","075-353-5190","https://as.chizumaru.com/famima/detailmap?account=famima&bid=37543","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+-+Kyoto+Station+Higashi-Shiokoji-cho/data=!4m7!3m6!1s0x600108b1d91bd763:0x3e20e72f146ed34f!8m2!3d34.9874238!4d135.7617648!16s%2Fg%2F1tf3ntgb!19sChIJY9cb2bEIAWART9NuFC_nID4?authuser=0&hl=es-419&rclk=1","Lawson - Kyoto Station Higashi-Shiokoji-cho","2.8","(63)","Tienda de alimentación","·","","·","558-8 Higashishiokojicho","Abierto las 24 horas","·","075-344-3965","https://www.e-map.ne.jp/p/lawson/dtl/190532/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/7-ELEVEN+Takatsuki+Tenjinmachi+1-chome+Store/data=!4m7!3m6!1s0x600102b99763db47:0x130aae15cc8e645e!8m2!3d34.8539096!4d135.6160331!16s%2Fg%2F11btwtd9k3!19sChIJR9tjl7kCAWARXmSOzBWuChM?authuser=0&hl=es-419&rclk=1","7-ELEVEN Takatsuki Tenjinmachi 1-chome Store","4.0","(23)","Tienda de alimentación","·","","·","1 Chome-1-1 Tenjinmachi","Abierto las 24 horas","·","072-681-7411","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart+-+Muromachi+Bukkoji/data=!4m7!3m6!1s0x6001089969d4c565:0x13d1673c2a384a26!8m2!3d35.001462!4d135.7580113!16s%2Fg%2F11df3gbmmd!19sChIJZcXUaZkIAWARJko4Kjxn0RM?authuser=0&hl=es-419&rclk=1","FamilyMart - Muromachi Bukkoji","2.2","(34)","Tienda de alimentación","·","","·","室町通 仏光寺上るHakurakutencho, 530-1","Abierto las 24 horas","·","075-354-8102","https://as.chizumaru.com/famima/detailmap?account=famima&bid=37702","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+-+Gion+Hanamikoji/data=!4m7!3m6!1s0x600108c1fa8839b3:0x17f9aab3950365d8!8m2!3d35.0050234!4d135.7753612!16s%2Fg%2F1pty80tsg!19sChIJszmI-sEIAWAR2GUDlbOq-Rc?authuser=0&hl=es-419&rclk=1","Lawson - Gion Hanamikoji","3.3","(44)","Tienda de alimentación","·","","·","357 Kiyomotocho","Abierto las 24 horas","·","075-541-7630","https://www.e-map.ne.jp/p/lawson/dtl/220121/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001a976c6b4c785:0xe5c38a473bf4e848!8m2!3d35.0622354!4d135.7496526!16s%2Fg%2F11g0zpyvb7!19sChIJhce0xnapAWARSOj0O0eKw-U?authuser=0&hl=es-419&rclk=1","7-Eleven","3.8","(22)","Tienda de alimentación","·","","·","22-3 Kamigamo Asatsuyugaharacho","Abierto las 24 horas","·","075-712-8622","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/LAWSON+Takatsuki+Kyoguchimachi+Store/data=!4m7!3m6!1s0x600102ccc2295757:0xdbc8545f9d50c4bb!8m2!3d34.8489887!4d135.6252377!16s%2Fg%2F1ty744pb!19sChIJV1cpwswCAWARu8RQnV9UyNs?authuser=0&hl=es-419&rclk=1","LAWSON Takatsuki Kyoguchimachi Store","3.3","(24)","Tienda de alimentación","·","","·","9-30 Kyoguchimachi","Abierto las 24 horas","·","072-674-9599","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/FamilyMart+Hyakumanben+Store/data=!4m7!3m6!1s0x6001085a68f13cc5:0xf77f155cd90a6e10!8m2!3d35.0312602!4d135.7795564!16s%2Fg%2F1tf6m2xf!19sChIJxTzxaFoIAWAREG4K2VwVf_c?authuser=0&hl=es-419&rclk=1","FamilyMart Hyakumanben Store","2.6","(16)","Tienda de alimentación","·","","·","2 Tanaka Monzencho","Abierto las 24 horas","·","075-746-5136","https://as.chizumaru.com/famima/detailmap?account=famima&bid=33164","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Muromach-Nishikikoji/data=!4m7!3m6!1s0x6001089b6b715947:0x33ff3403883c7960!8m2!3d35.0050862!4d135.7579108!16s%2Fg%2F11f_1svnjh!19sChIJR1lxa5sIAWARYHk8iAM0_zM?authuser=0&hl=es-419&rclk=1","Lawson Muromach-Nishikikoji","2.7","(52)","Tienda de alimentación","·","","·","室町通錦小路上るYamabushiyamacho, 565","Abierto las 24 horas","·","075-231-2789","https://www.e-map.ne.jp/p/lawson/dtl/287622/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/7-ELEVEN.Heart-in+VIERRA+Otsu+Store/data=!4m7!3m6!1s0x60010c5869e752df:0xd2c6644eeca9dfd4!8m2!3d35.0034118!4d135.8648692!16s%2Fg%2F11bwq5t0t0!19sChIJ31LnaVgMAWAR1N-p7E5kxtI?authuser=0&hl=es-419&rclk=1","7-ELEVEN.Heart-in VIERRA Otsu Store","3.8","(19)","Tienda de alimentación","·","","·","1-3 Kasugacho","Abierto","·","077-510-5571","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/LAWSON+Omiya+Gojo/data=!4m7!3m6!1s0x60010623dff7d961:0x7a4a3ceb873b4b9e!8m2!3d34.9960035!4d135.7473788!16s%2Fg%2F1tff2yg2!19sChIJYdn33yMGAWARnks7h-s8Sno?authuser=0&hl=es-419&rclk=1","LAWSON Omiya Gojo","3.8","(32)","Tienda de alimentación","·","","·","29-1 Chudojimae Dacho","Abierto las 24 horas","·","075-341-6235","","","Indicaciones","","","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart+Kawaramachi+Bukkoji/data=!4m7!3m6!1s0x600108be3370120f:0xdcc77ba4ba377e2c!8m2!3d35.0015878!4d135.7687398!16s%2Fg%2F1tf86_48!19sChIJDxJwM74IAWARLH43uqR7x9w?authuser=0&hl=es-419&rclk=1","FamilyMart Kawaramachi Bukkoji","3.0","(39)","Tienda de alimentación","·","","·","338 Tominagacho","Abierto las 24 horas","·","075-353-1581","https://as.chizumaru.com/famima/detailmap?account=famima&bid=33278","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Fresco+-+Karasuma/data=!4m7!3m6!1s0x6001089b2cef5fc3:0x8da7bbddbc2e024!8m2!3d35.0065216!4d135.7592446!16s%2Fg%2F1v2pq330!19sChIJw1_vLJsIAWARJODC27172gg?authuser=0&hl=es-419&rclk=1","Fresco - Karasuma","3.8","(657)","Tienda de alimentación","·","","烏丸通六角下ルShichikannoncho, 637-1 Inter One Place, ２","·","Abierto las 24 horas","","075-253-0361","https://www.super-fresco.co.jp/store/fresco/kyoto/nakagyo/karasuma/","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/%E9%87%8E%E6%9D%91%E4%BD%83%E7%85%AE+%E9%8C%A6%E5%BA%97/data=!4m7!3m6!1s0x600109005a242311:0xe7b2bcd57303f523!8m2!3d35.004963!4d135.7655139!16s%2Fg%2F11ldwgf94_!19sChIJESMkWgAJAWARI_UDc9W8suc?authuser=0&hl=es-419&rclk=1","野村佃煮 錦店","4.0","(2)","Comercio","·","","錦小路通麩屋町西入Higashiuoyacho, 203","·","Abierto","","075-253-1178","https://www.nomuratsukudani.com/","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x6001075e34ee3b2d:0x56ca38eefedf12fb!8m2!3d35.0073644!4d135.7297073!16s%2Fg%2F11jlhmcsqb!19sChIJLTvuNF4HAWAR-xLf_u44ylY?authuser=0&hl=es-419&rclk=1","Seven Bank ATM","","","Cajeros automáticos","·","","·","26-1 Saiinkamihanadacho","Abierto las 24 horas","·","0120-771-179","https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000024572","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/Lawson+-+Takatsuji+Yanaginobamba/data=!4m7!3m6!1s0x60010897d8bb1e47:0x9b65606a07c39623!8m2!3d34.999967!4d135.763104!16s%2Fg%2F11btwvd3lk!19sChIJRx672JcIAWARI5bDB2pgZZs?authuser=0&hl=es-419&rclk=1","Lawson - Takatsuji Yanaginobamba","2.8","(38)","Tienda de alimentación","·","","·","高辻通柳馬場西入Senshojicho, 465","Abierto las 24 horas","·","075-371-2771","https://www.e-map.ne.jp/p/lawson/dtl/234940/","","Sitio web","","Indicaciones","""Te los recomiendo!""","",""
"https://www.google.com/maps/place/Lawson+Takatsuki+Shibatanicho/data=!4m7!3m6!1s0x6001028549a7af8d:0xe0b0d87530715c57!8m2!3d34.8675913!4d135.6091994!16s%2Fg%2F11bwn53rht!19sChIJja-nSYUCAWARV1xxMHXYsOA?authuser=0&hl=es-419&rclk=1","Lawson Takatsuki Shibatanicho","3.3","(21)","Tienda de alimentación","·","","·","55-1 Shibatanicho","Abierto las 24 horas","·","072-688-3663","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Lawson+-+Marutamachi+Ogawa/data=!4m7!3m6!1s0x6001087f2f69fcfd:0xd29e87d152fc09a5!8m2!3d35.017476!4d135.7541473!16s%2Fg%2F1tp275cl!19sChIJ_fxpL38IAWARpQn8UtGHntI?authuser=0&hl=es-419&rclk=1","Lawson - Marutamachi Ogawa","3.0","(25)","Tienda de alimentación","·","","103 Yokokajicho","·","Abierto las 24 horas","","075-213-1341","https://www.e-map.ne.jp/p/lawson/dtl/054272/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60011c16ef9b95fd:0x516397e57121d3a5!8m2!3d34.8044104!4d135.6602429!16s%2Fg%2F1ptwcc90g!19sChIJ_ZWb7xYcAWARpdMhceWXY1E?authuser=0&hl=es-419&rclk=1","7-Eleven","3.7","(52)","Tienda de alimentación","·","","·","2-10 Murano Nishimachi","Abierto las 24 horas","·","072-849-7911","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Fresco+Teramachi/data=!4m7!3m6!1s0x600108be0c6585cb:0x61faa32d9556cb3d!8m2!3d35.0006009!4d135.7667893!16s%2Fg%2F1tgm2rwk!19sChIJy4VlDL4IAWARPctWlS2j-mE?authuser=0&hl=es-419&rclk=1","Fresco Teramachi","3.7","(295)","Tienda de alimentación","·","","寺町通仏光寺下ル 恵美須之町５２４","·","Abierto las 24 horas","","075-353-2491","https://www.super-fresco.co.jp/store/fresco/kyoto/shimogyo/teramachi/","","Sitio web","","Indicaciones","""Muchísima variedad en bebidas, frutas y platos preparados.""","",""
"https://www.google.com/maps/place/LAWSON+Kotochika-Oike+Store/data=!4m7!3m6!1s0x60010885b3c1cce9:0x6d00f616cba3f4cc!8m2!3d35.0108383!4d135.7595972!16s%2Fg%2F11df0pd5b7!19sChIJ6czBs4UIAWARzPSjyxb2AG0?authuser=0&hl=es-419&rclk=1","LAWSON Kotochika-Oike Store","2.9","(19)","Tienda de alimentación","·","","·","564 Torayacho","Abierto","·","075-254-8873","https://www.lawson.co.jp/index.html","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Hirakata+Nakamiyahonmachi/data=!4m7!3m6!1s0x60011c67cf9a1c71:0x613da81804c16d68!8m2!3d34.8196685!4d135.6592618!16s%2Fg%2F1tm68vdr!19sChIJcRyaz2ccAWARaG3BBBioPWE?authuser=0&hl=es-419&rclk=1","Lawson Hirakata Nakamiyahonmachi","3.0","(36)","Tienda de alimentación","·","","·","Nakamiyahonmachi, 1−14 光産業","Abierto las 24 horas","·","072-848-7772","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Lawson+-+Karasuma+Fudanotsuji/data=!4m7!3m6!1s0x60010f53bfe07c27:0x5879944ffc88503f!8m2!3d34.9763048!4d135.7598661!16s%2Fg%2F11bz_sy0f9!19sChIJJ3zgv1MPAWARP1CI_E-UeVg?authuser=0&hl=es-419&rclk=1","Lawson - Karasuma Fudanotsuji","2.5","(38)","Tienda de alimentación","·","","·","Higashikujo Aketacho, ２６","Abierto las 24 horas","·","075-682-7060","https://www.e-map.ne.jp/p/lawson/dtl/244239/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Lawson+-+Sanjo-ohashi+Bridge/data=!4m7!3m6!1s0x600108ecb4a823df:0x6825f5ac33185e10!8m2!3d35.0088427!4d135.7711342!16s%2Fg%2F1jgl_4khs!19sChIJ3yOotOwIAWAREF4YM6z1JWg?authuser=0&hl=es-419&rclk=1","Lawson - Sanjo-ohashi Bridge","3.2","(74)","Tienda de alimentación","·","","三条通河原町東入Nakajimacho, 110","·","Abierto las 24 horas","","075-211-2434","https://www.e-map.ne.jp/p/lawson/dtl/060048/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Lawson+Takatsuki+Okanmuricho+1-chome/data=!4m7!3m6!1s0x60011d21b658e7df:0x89a146ed7fdfef07!8m2!3d34.8361628!4d135.6358105!16s%2Fg%2F1tfzxd4k!19sChIJ3-dYtiEdAWARB-_ff-1GoYk?authuser=0&hl=es-419&rclk=1","Lawson Takatsuki Okanmuricho 1-chome","3.1","(37)","Tienda de alimentación","·","","·","1 Chome-6-3 Okanmuricho","Abierto las 24 horas","·","072-671-1900","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6001088f1dec6f6b:0x50b10ef8e931a67b!8m2!3d35.0120877!4d135.7638462!16s%2Fg%2F11bcclzzzc!19sChIJa2_sHY8IAWARe6Yx6fgOsVA?authuser=0&hl=es-419&rclk=1","FamilyMart","3.1","(30)","Tienda de alimentación","·","","·","柳馬場通御池上るToraishicho, 39","Abierto las 24 horas","·","075-257-7885","https://as.chizumaru.com/famima/detailmap?account=famima&bid=52224","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Daily+Yamazaki+-+Karasuma+Hachijo+Entrance/data=!4m7!3m6!1s0x600108ada7bd732d:0xa714cb8120d084a1!8m2!3d34.9830511!4d135.7600034!16s%2Fg%2F1vqmj85l!19sChIJLXO9p60IAWARoYTQIIHLFKc?authuser=0&hl=es-419&rclk=1","Daily Yamazaki - Karasuma Hachijo Entrance","3.8","(40)","Tienda de alimentación","·","","16 Higashikujo Nishisannocho","·","Abierto las 24 horas","","075-681-7647","http://www.daily-yamazaki.jp/index.html","","Sitio web","","Indicaciones","""Mejor bakery que otros combinis.""","",""
"https://www.google.com/maps/place/FamilyMart+-+Kawaramachi+Takoyakushi/data=!4m7!3m6!1s0x600108c0110c6109:0x434dae6fe599960a!8m2!3d35.0064111!4d135.7688895!16s%2Fg%2F1tj73hf8!19sChIJCWEMEcAIAWARCpaZ5W-uTUM?authuser=0&hl=es-419&rclk=1","FamilyMart - Kawaramachi Takoyakushi","3.2","(44)","Tienda de alimentación","·","","河原町通蛸薬師上ルNarayacho, 295","·","Abierto las 24 horas","","075-229-6322","https://as.chizumaru.com/famima/detailmap?account=famima&bid=34390","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Ibaraki+Higashi-ai+2-chome/data=!4m7!3m6!1s0x6000fd03f51b1987:0xb6a4aa7d5ecf1707!8m2!3d34.8514674!4d135.5675126!16s%2Fg%2F1tm8kgy7!19sChIJhxkb9QP9AGARBxfPXn2qpLY?authuser=0&hl=es-419&rclk=1","Lawson Ibaraki Higashi-ai 2-chome","2.9","(23)","Tienda de alimentación","·","","·","2 Chome-10-3 Higashiai","Abierto las 24 horas","·","072-640-1177","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Fresco+Mini+-+Kawaramachi+Imadegawa/data=!4m7!3m6!1s0x60010867bddf1adf:0x630883fa1f735201!8m2!3d35.0282849!4d135.7697598!16s%2Fg%2F1tf15shp!19sChIJ3xrfvWcIAWARAVJzH_qDCGM?authuser=0&hl=es-419&rclk=1","Fresco Mini - Kawaramachi Imadegawa","3.5","(165)","Tienda de alimentación","·","","河原町通今出川下ルKajiicho, 447-14 プランタンビル","·","Abierto las 24 horas","","075-222-5811","https://www.super-fresco.co.jp/store/fresco/kyoto/kamigyo/k_imadegawa/","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/Moyori-Ichi+-+Gion-Shijo+Station/data=!4m7!3m6!1s0x6001096f7959e149:0x3c230c5d6e8b5775!8m2!3d35.0041722!4d135.7722931!16s%2Fg%2F11kj27cs_0!19sChIJSeFZeW8JAWARdVeLbl0MIzw?authuser=0&hl=es-419&rclk=1","Moyori-Ichi - Gion-Shijo Station","4.5","(8)","Tienda de alimentación","·","","·","四条大橋東詰","Abierto","·","075-533-6154","","","Indicaciones","","","","",""
"https://www.google.com/maps/place/FamilyMart;+Kusatsu+Kihan+island/data=!4m7!3m6!1s0x600172e8514de4ab:0xd8ed027adc4109eb!8m2!3d35.0103907!4d135.9248579!16s%2Fg%2F1w4vjvmr!19sChIJq-RNUehyAWAR6wlB3HoC7dg?authuser=0&hl=es-419&rclk=1","FamilyMart; Kusatsu Kihan island","3.5","(28)","Tienda de alimentación","·","","·","1842-1 Yabasecho","Abierto las 24 horas","·","077-566-8555","https://as.chizumaru.com/famima/detailmap?account=famima&bid=37065","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Otokoyama+Nagasawa/data=!4m7!3m6!1s0x60011b465c2e5357:0x43eb7751fb795188!8m2!3d34.8676255!4d135.6919207!16s%2Fg%2F1tx1588z!19sChIJV1MuXEYbAWARiFF5-1F360M?authuser=0&hl=es-419&rclk=1","Lawson Otokoyama Nagasawa","1.9","(16)","Tienda de alimentación","·","","·","Otokoyama, Nagasawa−１４−1","Abierto las 24 horas","·","075-983-7180","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Onimaru/data=!4m7!3m6!1s0x60010994ec8613a3:0x7900837938baac41!8m2!3d35.0086473!4d135.7688247!16s%2Fg%2F11vlq8_2tx!19sChIJoxOG7JQJAWARQay6OHmDAHk?authuser=0&hl=es-419&rclk=1","Onimaru","4.4","(192)","Japonesa","·","","河原町通三条下るDaikokucho, 33-4","·","Abierto","","075-741-7222","https://www.onimaru-net.com/","","Sitio web","","Indicaciones","""Muy buenos los onigiris, buena relación calidad precio.""","",""
"https://www.google.com/maps/place/7-Eleven+Kamigamo-Nikenyacho/data=!4m7!3m6!1s0x6001a7c458455555:0x4362e206289972af!8m2!3d35.077462!4d135.7640282!16s%2Fg%2F12hprxf2p!19sChIJVVVFWMSnAWARr3KZKAbiYkM?authuser=0&hl=es-419&rclk=1","7-Eleven Kamigamo-Nikenyacho","3.4","(31)","Tienda de alimentación","·","","·","5 Kamigamo Nikenyacho","Abierto las 24 horas","·","075-703-1008","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+-+Arashiyama+Tanigatsujiko-cho/data=!4m7!3m6!1s0x6001074e232ec299:0x23bda5384965897a!8m2!3d35.0068385!4d135.6823928!16s%2Fg%2F11hcjxtbxs!19sChIJmcIuI04HAWAReollSTilvSM?authuser=0&hl=es-419&rclk=1","Lawson - Arashiyama Tanigatsujiko-cho","3.3","(34)","Tienda de alimentación","·","","·","Arashiyama Tanigatsujikocho, ５７−4","Abierto las 24 horas","·","075-862-3270","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Katano+Kuraji+1-chome/data=!4m7!3m6!1s0x6001194136be1eb9:0x3cf16f1ee0606fe6!8m2!3d34.7921135!4d135.6908665!16s%2Fg%2F1tj91fs4!19sChIJuR6-NkEZAWAR5m9g4B5v8Tw?authuser=0&hl=es-419&rclk=1","Lawson Katano Kuraji 1-chome","3.4","(14)","Tienda de alimentación","·","","·","1 Chome-55-12 Kuraji","Abierto las 24 horas","·","072-894-0035","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Higashioji-Umamachi/data=!4m7!3m6!1s0x600108c941995cf9:0xa7804dd9169ef85!8m2!3d34.9927862!4d135.7747315!16s%2Fg%2F11bccm06qm!19sChIJ-VyZQckIAWARhe9pkd0EeAo?authuser=0&hl=es-419&rclk=1","Lawson Higashioji-Umamachi","3.1","(48)","Tienda de alimentación","·","","·","Kaneicho, ４−415","Abierto las 24 horas","·","075-533-0905","https://www.e-map.ne.jp/p/lawson/dtl/292356/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven+-+Ky%C5%8Dto+Yoshida+Konoe-ch%C5%8D+Shop/data=!4m7!3m6!1s0x600108f717a1ed13:0xf2d458610ec504a1!8m2!3d35.0216994!4d135.7788406!16s%2Fg%2F11c1pm5n6k!19sChIJE-2hF_cIAWARoQTFDmFY1PI?authuser=0&hl=es-419&rclk=1","7-Eleven - Kyōto Yoshida Konoe-chō Shop","2.4","(67)","Tienda de alimentación","·","","·","26-84 Yoshidakonoecho","Abierto","·","075-752-0711","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Gochisou+Yakimusubi+Onimaru+Kyoto+Shijo+Kawaramachi/data=!4m7!3m6!1s0x600109fba6476f35:0xaa0154c2001a83f3!8m2!3d35.0038403!4d135.7673899!16s%2Fg%2F11kj4k9qdv!19sChIJNW9HpvsJAWAR84MaAMJUAao?authuser=0&hl=es-419&rclk=1","Gochisou Yakimusubi Onimaru Kyoto Shijo Kawaramachi","4.5","(412)","Japonesa","·","","·","7 Otabimiyamotocho","Abierto","·","075-746-6777","https://www.onimaru-net.com/","","Sitio web","","Indicaciones","""Los dos onigiris que cogimos estaban deliciosos, nos gustó mucho el lugar.""","",""
"https://www.google.com/maps/place/Lawson+%C5%8Ctsu+Central+2-ch%C5%8Dme/data=!4m7!3m6!1s0x60010c5f9b88a6df:0xee035165277ce0f3!8m2!3d35.0090822!4d135.8651879!16s%2Fg%2F1tg15msp!19sChIJ36aIm18MAWAR8-B8J2VRA-4?authuser=0&hl=es-419&rclk=1","Lawson Ōtsu Central 2-chōme","2.8","(22)","Tienda de alimentación","·","","·","2 Chome-813-1 Central","Abierto las 24 horas","·","077-525-6786","https://www.lawson.co.jp/index.html","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/FamilyMart+Kizugawa-Kubo/data=!4m7!3m6!1s0x60013c6da17ba9d3:0x7ed46c7721322b61!8m2!3d34.7303501!4d135.8034558!16s%2Fg%2F1tgx1yc4!19sChIJ06l7oW08AWARYSsyIXds1H4?authuser=0&hl=es-419&rclk=1","FamilyMart Kizugawa-Kubo","3.0","(41)","Tienda de alimentación","·","","·","Kawakubo-16-4 Saganaka","Abierto","·","0774-71-8492","https://as.chizumaru.com/famima/detailmap?account=famima&bid=52282","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000fb1bc7e753a5:0x10e87a7f1cd4fc9!8m2!3d34.8108449!4d135.493876!16s%2Fg%2F12lwdrvpv!19sChIJpVPnxxv7AGARyU_N8aeHDgE?authuser=0&hl=es-419&rclk=1","7-Eleven","2.4","(58)","Tienda de alimentación","·","","·","1 Chome-2-3 Shinsenri Higashimachi","Abierto","·","06-6835-7311","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven;+Kusatsu+Oiwake/data=!4m7!3m6!1s0x6001720e9dbbaea1:0x5c16a272a407e9f8!8m2!3d35.0093167!4d135.9659264!16s%2Fg%2F1w0q_twg!19sChIJoa67nQ5yAWAR-OkHpHKiFlw?authuser=0&hl=es-419&rclk=1","7-Eleven; Kusatsu Oiwake","2.4","(32)","Tienda de alimentación","·","","·","1 Chome-5-21 Oiwake","Abierto las 24 horas","·","077-565-7635","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x6001070e9c5cc40f:0x2d485f22f34d5d1b!8m2!3d35.013611!4d135.7138838!16s%2Fg%2F11k0n47j8s!19sChIJD8RcnA4HAWARG11N8yJfSC0?authuser=0&hl=es-419&rclk=1","Seven Bank ATM","","","Cajeros automáticos","·","","·","14-1 Uzumasa Kamikeibucho","Abierto las 24 horas","·","0120-771-179","https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000022192","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/Konbini/data=!4m7!3m6!1s0x60011c6f7f698a79:0x23268080aafd84d6!8m2!3d34.8211615!4d135.6644262!16s%2Fg%2F1tdb45hl!19sChIJeYppf28cAWAR1oT9qoCAJiM?authuser=0&hl=es-419&rclk=1","Konbini","2.8","(5)","Tintorería","·","","14-8 Nakamiya Higashinocho","·","Abierto ahora","","072-840-1855","","","Indicaciones","","","","",""
"https://www.google.com/maps/place/Bake+House+Inoue/data=!4m7!3m6!1s0x600108b5d6fd7ab9:0x1a59fc8f739f443b!8m2!3d34.9891797!4d135.7691281!16s%2Fg%2F1hhjp_jtr!19sChIJuXr91rUIAWARO0Sfc4_8WRo?authuser=0&hl=es-419&rclk=1","Bake House Inoue","4.4","(223)","Panadería","·","","·","221 Hiyoshicho","Abierto","·","075-561-7836","https://www.instagram.com/inoue_seipan1952/","","Sitio web","","Indicaciones","Para llevar","·","No ofrece consumo en el lugar"
