link,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,ah5Ghc,W4Efsd 7,latitude,longitude
https://www.google.com/maps/place/Lawson+Store+100/data=!4m7!3m6!1s0x6001062ff6f88ae1:0x6f71576c14899e5!8m2!3d34.999924!4d135.743367!16s%2Fg%2F1tn013qt!19sChIJ4Yr49i8GAWAR5ZlIwXYV9wY?authuser=0&hl=es-419&rclk=1,Lawson Store 100,3.3,(18),コンビニエンスストア,·,,·,"Mibutsujimachi, 36-1 コーポ・アルビオレ",Abierto las 24 horas,·,075-813-3099,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,,,34.999924,135.743367
https://www.google.com/maps/place/Lawson+-+Nishioji+Sanjo/data=!4m7!3m6!1s0x600107b5fe5d8711:0xf8dbe98a1aa67b42!8m2!3d35.0081829!4d135.7329478!16s%2Fg%2F1th7y7g0!19sChIJEYdd_rUHAWARQnumGorp2_g?authuser=0&hl=es-419&rclk=1,Lawson - Nishioji Sanjo,3.2,(31),コンビニエンスストア,·,,·,2-1 Mibukamiotakecho,Abierto,·,075-811-8061,https://www.e-map.ne.jp/p/lawson/dtl/153904/,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a las 11 p.m.,35.0081829,135.7329478
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x600107ba5e02194b:0xa249054b05d03be0!8m2!3d34.9949427!4d135.7389541!16s%2Fg%2F11jjlrwxtl!19sChIJSxkCXroHAWAR4DvQBUsFSaI?authuser=0&hl=es-419&rclk=1,Seven Bank ATM,,,ATM,·,,·,93 Chudoji Awatacho,Abierto las 24 horas,·,0120-771-179,https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000008229,,Sitio web,,Indicaciones,,,34.9949427,135.7389541
https://www.google.com/maps/place/FamilyMart+Goj%C5%8D-%C5%8Cmiya/data=!4m7!3m6!1s0x6001062100cce599:0x64b4fcea1873c591!8m2!3d34.9959875!4d135.7494214!16s%2Fg%2F1v9lbn_l!19sChIJmeXMACEGAWARkcVzGOr8tGQ?authuser=0&hl=es-419&rclk=1,FamilyMart Gojō-Ōmiya,2.5,(62),コンビニエンスストア,·,,"AIG京都ビル, １階, 京都市下京区五条通, 大宮-480 Minamimonzencho",·,Abierto las 24 horas,,075-342-1907,https://as.chizumaru.com/famima/detailmap?account=famima&bid=52049,,Sitio web,,Indicaciones,Retiro en tienda,,34.9959875,135.7494214
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600107b69d15aaab:0xebbcb9b87a9d4b98!8m2!3d35.0074132!4d135.7296949!16s%2Fg%2F11d_yvym_w!19sChIJq6oVnbYHAWARmEuderi5vOs?authuser=0&hl=es-419&rclk=1,7-Eleven,3.0,(31),コンビニエンスストア,·,,·,26-1 Saiinkamihanadacho,Abierto las 24 horas,·,075-316-0772,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0074132,135.7296949
https://www.google.com/maps/place/7-Eleven+Kyoto-Karahashi-Kawakubo/data=!4m7!3m6!1s0x6001060dc2097ec5:0xb84838470f17d95c!8m2!3d34.9780279!4d135.7373462!16s%2Fg%2F11b5pjhyj7!19sChIJxX4Jwg0GAWARXNkXD0c4SLg?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Karahashi-Kawakubo,3.3,(33),コンビニエンスストア,·,,·,38-2 Karahashi Kawakubocho,Abierto,·,075-691-0910,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a la 1 a.m.,34.9780279,135.7373462
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x6001072fe0c0d3e7:0xa03252c78896f6e6!8m2!3d35.002746!4d135.731355!16s%2Fg%2F11jlhmkwf1!19sChIJ59PA4C8HAWAR5vaWiMdSMqA?authuser=0&hl=es-419&rclk=1,Seven Bank ATM,,,ATM,·,,·,１７-番 Saiinsanzocho,Abierto las 24 horas,·,0120-771-179,https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000003182,,Sitio web,,Indicaciones,,,35.002746,135.731355
https://www.google.com/maps/place/Lawson+Bank+Saiin+Kasugadori+Conjunction+Branch/data=!4m7!3m6!1s0x60010749def54b35:0xa3f1b792747bd45b!8m2!3d35.0014008!4d135.7297595!16s%2Fg%2F11h_6wvkhq!19sChIJNUv13kkHAWARW9R7dJK38aM?authuser=0&hl=es-419&rclk=1,Lawson Bank Saiin Kasugadori Conjunction Branch,,,ATM,·,,15 Saiinkitayakakecho,,Abierto las 24 horas,,,https://map.lawsonbank.jp/p/lbankatm/dtl/166373/?&his=cb,,Sitio web,,Indicaciones,,,35.0014008,135.7297595
https://www.google.com/maps/place/Lawson+Store+100/data=!4m7!3m6!1s0x600107aecb510b27:0x7ac5af3fa2d6d901!8m2!3d35.0034633!4d135.7189619!16s%2Fg%2F1tnbl0ln!19sChIJJwtRy64HAWARAdnWoj-vxXo?authuser=0&hl=es-419&rclk=1,Lawson Store 100,3.6,(32),コンビニエンスストア,·,,·,"Saiinhigashikaigawacho, 25 シェルブリュー四条",Abierto las 24 horas,·,075-950-5776,https://store100.lawson.co.jp/,,Sitio web,,Indicaciones,,,35.0034633,135.7189619
https://www.google.com/maps/place/FamilyMart+-+Kadono-nishi-dori/data=!4m7!3m6!1s0x60010700d3340ff7:0x743208f209a38af0!8m2!3d34.9987819!4d135.7121904!16s%2Fg%2F1pty_gytn!19sChIJ9w800wAHAWAR8IqjCfIIMnQ?authuser=0&hl=es-419&rclk=1,FamilyMart - Kadono-nishi-dori,3.3,(30),コンビニエンスストア,·,,·,57 Nishikyogoku Umazukacho,Abierto las 24 horas,·,075-325-1990,https://as.chizumaru.com/famima/detailmap?account=famima&bid=36626,,Sitio web,,Indicaciones,Retiro en tienda,,34.9987819,135.7121904
https://www.google.com/maps/place/FamilyMart+-+Nishioji+Sanjo/data=!4m7!3m6!1s0x600106353546c7f9:0x24226fdeedf373f4!8m2!3d35.0077348!4d135.7315591!16s%2Fg%2F1tdfb_sy!19sChIJ-cdGNTUGAWAR9HPz7d5vIiQ?authuser=0&hl=es-419&rclk=1,FamilyMart - Nishioji Sanjo,2.4,(32),コンビニエンスストア,·,,·,"Saiinkamiimadacho, ２５番地１",Abierto las 24 horas,·,075-325-5581,https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=53090,,Sitio web,,Indicaciones,Retiro en tienda,,35.0077348,135.7315591
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60010706f131108f:0x6474720d20413e62!8m2!3d35.0002634!4d135.7110079!16s%2Fg%2F11bwfm6zvk!19sChIJjxAx8QYHAWARYj5BIA1ydGQ?authuser=0&hl=es-419&rclk=1,7-Eleven,2.8,(23),コンビニエンスストア,·,,·,54 Umezu Kandacho,Abierto las 24 horas,·,075-862-5375,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0002634,135.7110079
https://www.google.com/maps/place/eNet+ATM+FamilyMart+Nishi-shichijo+Nagura/data=!4m7!3m6!1s0x60010757328b1faf:0x38f00c9cca25cff3!8m2!3d34.99081!4d135.729713!16s%2Fg%2F11j6fkwphx!19sChIJrx-LMlcHAWAR888lypwM8Dg?authuser=0&hl=es-419&rclk=1,eNet ATM FamilyMart Nishi-shichijo Nagura,,,ATM,·,,·,２７-27 Nishishichijo Nakuracho,Abierto las 24 horas,,,https://pkg.navitime.co.jp/enet/spot/detail?code=EN-181283&lcfrom=gbp,,Sitio web,,Indicaciones,,,34.99081,135.729713
https://www.google.com/maps/place/FamilyMart+Karahashi-Rajomoncho/data=!4m7!3m6!1s0x6001060faa7d378f:0xc1a94a084d35d1c3!8m2!3d34.9784911!4d135.7404384!16s%2Fg%2F1tk6301_!19sChIJjzd9qg8GAWARw9E1TQhKqcE?authuser=0&hl=es-419&rclk=1,FamilyMart Karahashi-Rajomoncho,4.1,(15),コンビニエンスストア,·,,·,13-4 Karahashi Rajomoncho,Abierto las 24 horas,·,075-693-9258,https://as.chizumaru.com/famima/detailmap?account=famima&bid=37823,,Sitio web,,Indicaciones,Retiro en tienda,,34.9784911,135.7404384
https://www.google.com/maps/place/Ministop/data=!4m7!3m6!1s0x600108b131777ffb:0xeca34d4069098bde!8m2!3d34.9880167!4d135.7490339!16s%2Fg%2F11b5pm1358!19sChIJ-393MbEIAWAR3osJaUBNo-w?authuser=0&hl=es-419&rclk=1,Ministop,2.9,(68),コンビニエンスストア,·,,·,439-1 Kaminocho,Abierto las 24 horas,·,075-371-8828,https://map.ministop.co.jp/search/0000001602,,Sitio web,,Indicaciones,Entrega a domicilio,,34.9880167,135.7490339
https://www.google.com/maps/place/Matsumoto/data=!4m7!3m6!1s0x60010624d774cbf3:0x74c839d50ccf4700!8m2!3d34.9973539!4d135.7431318!16s%2Fg%2F1wnf0yx5!19sChIJ88t01yQGAWARAEfPDNU5yHQ?authuser=0&hl=es-419&rclk=1,Matsumoto,3.7,(585),スーパーマーケット,·,,·,６０-60 Chudoji Bojocho,Abierto,·,075-813-2358,https://www.super-matsumoto.co.jp/stores/?p=95,,Sitio web,,Indicaciones,,⋅ Cierra a las 10 p.m.,34.9973539,135.7431318
https://www.google.com/maps/place/7-Eleven+Shij%C5%8D-%C5%8Cmiya/data=!4m7!3m6!1s0x60010628e670756d:0xf1d39bde299d3a1a!8m2!3d35.003961!4d135.7488785!16s%2Fg%2F1tnhy6wv!19sChIJbXVw5igGAWARGjqdKd6b0_E?authuser=0&hl=es-419&rclk=1,7-Eleven Shijō-Ōmiya,2.9,(53),コンビニエンスストア,·,,124-2 Nishikiomiyacho,·,Abierto las 24 horas,,075-801-2125,http://www.sej.co.jp/shop/index.html,,Sitio web,,Indicaciones,Retiro en tienda,,35.003961,135.7488785
https://www.google.com/maps/place/%E3%82%BB%E3%83%96%E3%83%B3%E9%8A%80%E8%A1%8CATM/data=!4m7!3m6!1s0x600107dd747f9de9:0x66348bd1b46a7707!8m2!3d34.9947996!4d135.7247438!16s%2Fg%2F11gwmkkp4_!19sChIJ6Z1_dN0HAWARB3dqtNGLNGY?authuser=0&hl=es-419&rclk=1,セブン銀行ATM,4.5,(2),ATM,·,,·,33 Saiinrokutandacho,Abierto,·,0120-771-179,https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000000205,,Sitio web,,Indicaciones,,⋅ Cierra a las 12 a.m.,34.9947996,135.7247438
https://www.google.com/maps/place/Lawson+Tenjingawa+Hachijo/data=!4m7!3m6!1s0x6001065bfc213bc1:0x6c63549f63470a53!8m2!3d34.9845509!4d135.7191224!16s%2Fg%2F1tgnrkgl!19sChIJwTsh_FsGAWARUwpHY59UY2w?authuser=0&hl=es-419&rclk=1,Lawson Tenjingawa Hachijo,2.9,(26),コンビニエンスストア,·,,·,32 Nishikyogoku Hashizumecho,Abierto las 24 horas,·,075-314-8489,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9845509,135.7191224
https://www.google.com/maps/place/E-net+ATM/data=!4m7!3m6!1s0x600107dd6268f4dd:0x37a6466e22c5a34b!8m2!3d34.989506!4d135.733973!16s%2Fg%2F11fvj044nq!19sChIJ3fRoYt0HAWARS6PFIm5Gpjc?authuser=0&hl=es-419&rclk=1,E-net ATM,,,ATM,·,,·,39-1 Nishishichijo Kitanishinocho,Abierto las 24 horas,,,https://pkg.navitime.co.jp/enet/spot/detail?code=EN-185028&lcfrom=gbp,,Sitio web,,Indicaciones,,,34.989506,135.733973
https://www.google.com/maps/place/FamilyMart+Shij%C5%8D-%C5%8Cmiya/data=!4m7!3m6!1s0x60010628d28c9d71:0xc6a55c4f61c2acd5!8m2!3d35.0034233!4d135.7474874!16s%2Fg%2F1hm4xrmzw!19sChIJcZ2M0igGAWAR1azCYU9cpcY?authuser=0&hl=es-419&rclk=1,FamilyMart Shijō-Ōmiya,3.3,(34),コンビニエンスストア,·,,·,3-28 Mibukayogoshocho,Abierto las 24 horas,·,075-813-5051,https://as.chizumaru.com/famima/detailmap?account=famima&bid=34287,,Sitio web,,Indicaciones,Retiro en tienda,,35.0034233,135.7474874
https://www.google.com/maps/place/Lawson+Umetsu+Takatsuji/data=!4m7!3m6!1s0x600107067d7fe4d3:0x797cb172b520c0a2!8m2!3d35.0000293!4d135.7099404!16s%2Fg%2F11bwn384rc!19sChIJ0-R_fQYHAWARosAgtXKxfHk?authuser=0&hl=es-419&rclk=1,Lawson Umetsu Takatsuji,3.1,(16),コンビニエンスストア,·,,·,63-2 Umezu Tsutsumishitacho,Abierto las 24 horas,·,075-864-1411,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0000293,135.7099404
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60010620afc822dd:0x32e890ea9e53c85b!8m2!3d34.9985804!4d135.7519266!16s%2Fg%2F1tznm7q3!19sChIJ3SLIryAGAWARW8hTnuqQ6DI?authuser=0&hl=es-419&rclk=1,7-Eleven,2.5,(47),コンビニエンスストア,·,,·,"Hashitachibanacho, １",Abierto,·,075-811-1350,https://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a las 11 p.m.,34.9985804,135.7519266
https://www.google.com/maps/place/7-Eleven;+Ky%C5%8Dto+Nishi%C5%8Dji+Oike/data=!4m7!3m6!1s0x600107df3a0b0359:0xad9de43715d77b65!8m2!3d35.0105661!4d135.7320838!16s%2Fg%2F11h2bb11z8!19sChIJWQMLOt8HAWARZXvXFTfkna0?authuser=0&hl=es-419&rclk=1,7-Eleven; Kyōto Nishiōji Oike,2.1,(39),コンビニエンスストア,·,,·,"Nishinokyo Shimoaicho, ３５−36 和田ビル",Abierto,·,075-823-0275,https://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a las 11 p.m.,35.0105661,135.7320838
https://www.google.com/maps/place/%E3%82%86%E3%81%86%E3%81%A1%E3%82%87%E9%8A%80%E8%A1%8CATM+%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A0%82%E5%AF%BA%E9%83%B5%E4%BE%BF%E5%B1%80/data=!4m7!3m6!1s0x60010630c9c8fa01:0x9e7bfbe32ee2b8d0!8m2!3d34.9984549!4d135.7382096!16s%2Fg%2F11ld8hvqcc!19sChIJAfrIyTAGAWAR0LjiLuP7e54?authuser=0&hl=es-419&rclk=1,ゆうちょ銀行ATM 京都中堂寺郵便局,,,ATM,·,,1 Chudoji Shonouchicho,,,,075-313-9418,https://map.japanpost.jp/p/search/dtl/300144251000/?&cond200=1&&his=sa%2Csa1%2Csa2,,Sitio web,,Indicaciones,,,34.9984549,135.7382096
https://www.google.com/maps/place/Lawson+-+Horikawa+Takatsuji/data=!4m7!3m6!1s0x600106276705158f:0xfc43761b7e9449b2!8m2!3d35.000339!4d135.751706!16s%2Fg%2F1tj3kzpt!19sChIJjxUFZycGAWARskmUfht2Q_w?authuser=0&hl=es-419&rclk=1,Lawson - Horikawa Takatsuji,3.3,(36),コンビニエンスストア,·,,·,344 Yoshimizucho,Abierto las 24 horas,·,075-821-8233,https://www.e-map.ne.jp/p/lawson/dtl/089218/,,Sitio web,,Indicaciones,Retiro en tienda,,35.000339,135.751706
https://www.google.com/maps/place/FamilyMart+-+Omiya+Takatsuji/data=!4m7!3m6!1s0x6001089fd6f2be9b:0x5bcba516781c268b!8m2!3d35.0000144!4d135.7493061!16s%2Fg%2F11dx9f_600!19sChIJm77y1p8IAWARiyYceBaly1s?authuser=0&hl=es-419&rclk=1,FamilyMart - Omiya Takatsuji,3.1,(23),コンビニエンスストア,·,,103 Takatsujiomiyacho,·,Abierto las 24 horas,,075-803-6093,https://as.chizumaru.com/famima/detailmap?account=famima&bid=37719,,Sitio web,,Indicaciones,Retiro en tienda,,35.0000144,135.7493061
https://www.google.com/maps/place/E-net+ATM/data=!4m7!3m6!1s0x600107bc76c30949:0xbb4c985a4f4f044b!8m2!3d35.003435!4d135.735927!16s%2Fg%2F11jgw0xnlj!19sChIJSQnDdrwHAWARSwRPT1qYTLs?authuser=0&hl=es-419&rclk=1,E-net ATM,,,ATM,·,,·,９-9 Mibusennencho,Abierto las 24 horas,,,https://pkg.navitime.co.jp/enet/spot/detail?code=EN-184941&lcfrom=gbp,,Sitio web,,Indicaciones,,,35.003435,135.735927
https://www.google.com/maps/place/7-Eleven+Kyoto-Shichijo-Omiya/data=!4m7!3m6!1s0x6001061e90ea1ccf:0x364c05fc220a1a4b!8m2!3d34.989635!4d135.748917!16s%2Fg%2F1xtf1g9_!19sChIJzxzqkB4GAWARSxoKIvwFTDY?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Shichijo-Omiya,3.2,(53),コンビニエンスストア,·,,·,56 Gokiyacho,Abierto las 24 horas,·,075-351-1202,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.989635,135.748917
https://www.google.com/maps/place/Ky%C5%8Dto+Ch%C5%AB%C5%8D+Shinkin+Bank/data=!4m7!3m6!1s0x6001064c35f30b89:0xda69e76e1221ffc6!8m2!3d34.9975016!4d135.7263054!16s%2Fg%2F11b6c9fydw!19sChIJiQvzNUwGAWARxv8hEm7nado?authuser=0&hl=es-419&rclk=1,Kyōto Chūō Shinkin Bank,4.0,(1),ATM,·,,·,"Saiinoiwakecho, 25-1 イオンモール京都五条1階",Abierto,,,http://www.chushin.co.jp/tenpo/detail-search-196.html,,Sitio web,,Indicaciones,,⋅ Cierra a las 11 p.m.,34.9975016,135.7263054
https://www.google.com/maps/place/Lawson+Bank+Conjunction+Branch/data=!4m7!3m6!1s0x60010710f617a61f:0xfbbc36dd7c4e4bf!8m2!3d34.9940819!4d135.725928!16s%2Fg%2F11fn6yk3dd!19sChIJH6YX9hAHAWARv-TE123Duw8?authuser=0&hl=es-419&rclk=1,Lawson Bank Conjunction Branch,,,ATM,·,,·,"Nishikyogoku Kitashozakaicho, １−1",Abierto ahora,,,https://map.lawsonbank.jp/p/lbankatm/dtl/171339/?&his=cb,,Sitio web,,Indicaciones,,,34.9940819,135.725928
https://www.google.com/maps/place/Lawson+Katsura-Asahich%C5%8D/data=!4m7!3m6!1s0x600106f6a9bd83c3:0xdd6f934cb1f3fdfc!8m2!3d34.9800601!4d135.7098012!16s%2Fg%2F11bwf7_vc_!19sChIJw4O9qfYGAWAR_P3zsUyTb90?authuser=0&hl=es-419&rclk=1,Lawson Katsura-Asahichō,3.0,(43),コンビニエンスストア,·,,·,106 Katsuraasahicho,Abierto las 24 horas,·,075-393-5542,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9800601,135.7098012
https://www.google.com/maps/place/%E3%82%86%E3%81%86%E3%81%A1%E3%82%87%E9%8A%80%E8%A1%8C+%E5%A4%A7%E9%98%AA%E6%94%AF%E5%BA%97+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E9%98%AA%E6%80%A5%E8%A5%BF%E9%99%A2%E9%A7%85%E5%89%8D%E5%BA%97%E5%86%85%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107d5bd24c98b:0x3c1adbf2991b879b!8m2!3d35.0033321!4d135.7314794!16s%2Fg%2F11fnr1pf3q!19sChIJi8kkvdUHAWARm4cbmfLbGjw?authuser=0&hl=es-419&rclk=1,ゆうちょ銀行 大阪支店 ファミリーマート阪急西院駅前店内出張所,,,ATM,·,,·,１２番３ Saiinkozanjicho,Abierto,·,0120-108-420,https://map.japanpost.jp/p/search/dtl/400300357900/,,Sitio web,,Indicaciones,,⋅ Cierra a las 11:55 p.m.,35.0033321,135.7314794
https://www.google.com/maps/place/%E3%82%A4%E3%82%AA%E3%83%B3%E9%8A%80%E8%A1%8C+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1%E5%BA%97%E7%AC%AC%E4%BA%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x6001064c189ee0b7:0x60443d713edb90a1!8m2!3d34.9972007!4d135.7272434!16s%2Fg%2F11b62x27xq!19sChIJt-CeGEwGAWARoZDbPnE9RGA?authuser=0&hl=es-419&rclk=1,イオン銀行 イオンモール京都五条店第二出張所,3.0,(1),ATM,·,,·,25-1 Saiinoiwakecho,Abierto,,,http://shop.aeonbank.co.jp/aeonbank/Spot.act?dnvSpt=S0129.0000002246&cateCd=&bcCode=26108&flow=mp,,Sitio web,,Indicaciones,,⋅ Cierra a las 9 p.m.,34.9972007,135.7272434
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600107ad01125b2d:0x6663b1a1443846e8!8m2!3d35.0038858!4d135.7185239!16s%2Fg%2F1tk6vtjd!19sChIJLVsSAa0HAWAR6EY4RKGxY2Y?authuser=0&hl=es-419&rclk=1,FamilyMart,3.5,(6),コンビニエンスストア,·,,"Saiinkasamecho, ６−6 Bldg.1, 地下（コンパーニョ",·,Abierto,,075-325-5676,https://www.family.co.jp/,,Sitio web,,Indicaciones,,⋅ Cierra a las 6 p.m.,35.0038858,135.7185239
https://www.google.com/maps/place/Lawson+-+Ky%C5%8Dto+Nishi+Hongan-ji+Temple/data=!4m7!3m6!1s0x600108a0f351b755:0x373b84bbf25c8abc!8m2!3d34.992923!4d135.753313!16s%2Fg%2F1tdfb_vc!19sChIJVbdR86AIAWARvIpc8ruEOzc?authuser=0&hl=es-419&rclk=1,Lawson - Kyōto Nishi Hongan-ji Temple,3.1,(70),コンビニエンスストア,·,,·,"西中筋通六条下るSumiyoshicho, 50",Abierto las 24 horas,·,075-354-8186,https://www.e-map.ne.jp/p/lawson/dtl/169880/,,Sitio web,,Indicaciones,Retiro en tienda,,34.992923,135.753313
https://www.google.com/maps/place/FamilyMart+Shij%C5%8D-Inokuma/data=!4m7!3m6!1s0x600106287ab79f11:0x88194bbd716bea26!8m2!3d35.0035162!4d135.7502512!16s%2Fg%2F1q6n2vb4n!19sChIJEZ-3eigGAWARJuprcb1LGYg?authuser=0&hl=es-419&rclk=1,FamilyMart Shijō-Inokuma,2.2,(27),コンビニエンスストア,·,,502 Tatsunakacho,·,Abierto las 24 horas,,075-803-6023,https://as.chizumaru.com/famima/detailmap?account=famima&bid=36770,,Sitio web,,Indicaciones,Retiro en tienda,,35.0035162,135.7502512
https://www.google.com/maps/place/7-Eleven;+Kyoto+Katsura+Station+East+Exit/data=!4m7!3m6!1s0x600106efcd7640a5:0x8811621eb776f765!8m2!3d34.9796986!4d135.7040323!16s%2Fg%2F1w4vjv46!19sChIJpUB2ze8GAWARZfd2tx5iEYg?authuser=0&hl=es-419&rclk=1,7-Eleven; Kyoto Katsura Station East Exit,3.0,(27),コンビニエンスストア,·,,50-41 Katsuranozatocho,·,Abierto las 24 horas,,075-393-0365,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9796986,135.7040323
https://www.google.com/maps/place/%E4%BA%AC%E9%83%BD%E9%8A%80%E8%A1%8C+%E8%A5%BF%E9%99%A2%E6%94%AF%E5%BA%97+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1ATM%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC/data=!4m7!3m6!1s0x6001064c36074c9d:0xdab2cadcff259c1c!8m2!3d34.9975259!4d135.7263504!16s%2Fg%2F11bw3dstsk!19sChIJnUwHNkwGAWARHJwl_9zKsto?authuser=0&hl=es-419&rclk=1,京都銀行 西院支店 イオンモール京都五条ATMコーナー,,,ATM,·,,·,25-1 Saiinoiwakecho,Abierto,,,http://sasp.mapion.co.jp/b/kyotobank/info/BA721479/,,Sitio web,,Indicaciones,,⋅ Cierra a las 11 p.m.,34.9975259,135.7263504
https://www.google.com/maps/place/%E4%B8%89%E8%8F%B1UFJ%E9%8A%80%E8%A1%8CATM%EF%BC%88%E8%A5%BF%E9%99%A2%E6%94%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x60010700257332fb:0x67f60750a0ef9348!8m2!3d35.0032478!4d135.7321326!16s%2Fg%2F11x_qln_sk!19sChIJ-zJzJQAHAWARSJPvoFAH9mc?authuser=0&hl=es-419&rclk=1,三菱UFJ銀行ATM（西院支店）,,,ATM,·,,9 Saiinkozanjicho,,Abierto,,,https://map.bk.mufg.jp/b/bk_mufg/info/BA592440/,,Sitio web,,Indicaciones,,⋅ Cierra a las 12 a.m.,35.0032478,135.7321326
https://www.google.com/maps/place/7-Eleven+Ky%C5%8Dto-Umezu/data=!4m7!3m6!1s0x60010711e2b6865b:0x3d6847c1619e3314!8m2!3d35.0038955!4d135.7044426!16s%2Fg%2F1hc1m9yf1!19sChIJW4a24hEHAWARFDOeYcFHaD0?authuser=0&hl=es-419&rclk=1,7-Eleven Kyōto-Umezu,2.7,(27),コンビニエンスストア,·,,·,59 Umezu Uedacho,Abierto las 24 horas,·,075-864-5388,http://www.sej.co.jp/index.html,,Sitio web,,Indicaciones,Retiro en tienda,,35.0038955,135.7044426
https://www.google.com/maps/place/FamilyMart+-+Horikawa+Ayanok%C5%8Dji/data=!4m7!3m6!1s0x6001089d648db95b:0xa56c45ae1c5c41c7!8m2!3d35.0024154!4d135.7524329!16s%2Fg%2F11c54hztl3!19sChIJW7mNZJ0IAWARx0FcHK5FbKU?authuser=0&hl=es-419&rclk=1,FamilyMart - Horikawa Ayanokōji,3.0,(26),コンビニエンスストア,·,,·,"Nishiayanokoji Nishihancho, ７０ 他 ３筆",Abierto las 24 horas,·,075-353-5190,https://as.chizumaru.com/famima/detailmap?account=famima&bid=37543,,Sitio web,,Indicaciones,Retiro en tienda,,35.0024154,135.7524329
"https://www.google.com/maps/place/MUFG+Bank,+Nishishichijo+Branch/data=!4m7!3m6!1s0x6001064ab1555871:0x9c9ce0b584e73c72!8m2!3d35.003369!4d135.73233!16s%2Fg%2F1vlqq2r5!19sChIJcVhVsUoGAWARcjznhLXgnJw?authuser=0&hl=es-419&rclk=1","MUFG Bank, Nishishichijo Branch",2.0,(6),ATM,·,,·,９-9 Saiinkozanjicho,Abierto,·,0570-018-016,https://www.bk.mufg.jp/index.html,,Sitio web,,Indicaciones,,⋅ Cierra a las 3 p.m.,35.003369,135.73233
https://www.google.com/maps/place/Lawson+Kisshoin+Sannomiyacho/data=!4m7!3m6!1s0x6001066e0a1b0a3f:0x8b70d3f9a7749576!8m2!3d34.9760099!4d135.7283616!16s%2Fg%2F1tlwfjxl!19sChIJPwobCm4GAWARdpV0p_nTcIs?authuser=0&hl=es-419&rclk=1,Lawson Kisshoin Sannomiyacho,2.7,(29),コンビニエンスストア,·,,·,41-1 Kisshoin Sannomiyacho,Abierto las 24 horas,·,075-661-2667,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9760099,135.7283616
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600107a57423be05:0x42a826fea648e03a!8m2!3d35.0038309!4d135.7514517!16s%2Fg%2F12m9jndpf!19sChIJBb4jdKUHAWAROuBIpv4mqEI?authuser=0&hl=es-419&rclk=1,7-Eleven,2.3,(79),コンビニエンスストア,·,,·,535 Karatsuyacho,Abierto las 24 horas,·,075-812-1505,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0038309,135.7514517
